date,store_nbr,item_nbr,units
1/1/12,2,35,0
1/1/12,2,36,0
1/1/12,2,37,0
1/1/12,2,38,0
1/1/12,2,39,0
1/1/12,2,40,0
1/1/12,2,41,0
1/1/12,2,42,0
1/1/12,2,43,0
1/1/12,2,44,215
1/1/12,2,45,0
1/1/12,2,46,0
1/1/12,2,47,0
1/1/12,2,48,0
1/1/12,2,49,0
1/1/12,2,50,0
1/1/12,2,51,0
1/1/12,2,52,0
1/1/12,2,53,0
1/1/12,2,54,0
1/1/12,2,55,0
1/1/12,2,56,0
1/1/12,2,57,0
1/1/12,2,58,0
1/1/12,2,59,0
1/1/12,2,60,0
1/1/12,2,61,0
1/1/12,2,62,0
1/1/12,2,63,0
1/1/12,2,64,0
1/1/12,2,65,0
1/1/12,2,66,0
1/1/12,2,67,0
1/1/12,2,68,0
1/1/12,2,69,0
1/1/12,2,70,0
1/1/12,2,71,0
1/1/12,2,72,0
1/1/12,2,73,0
1/1/12,2,74,0
1/1/12,2,75,0
1/1/12,2,76,0
1/1/12,2,77,0
1/1/12,2,78,0
1/1/12,2,79,0
1/1/12,2,80,0
1/1/12,2,81,0
1/1/12,2,82,0
1/1/12,2,83,0
1/1/12,2,84,0
1/1/12,2,85,0
1/1/12,2,86,0
1/1/12,2,87,0
1/1/12,2,88,0
1/1/12,2,89,0
1/1/12,2,90,0
1/1/12,2,91,0
1/1/12,2,92,0
1/1/12,2,93,0
1/1/12,2,94,0
1/1/12,2,95,0
1/1/12,2,96,0
1/1/12,2,97,0
1/1/12,2,98,0
1/1/12,2,99,0
1/1/12,2,100,0
1/1/12,2,101,0
1/1/12,2,102,0
1/1/12,2,103,0
1/1/12,2,104,0
1/1/12,2,105,0
1/1/12,2,106,0
1/1/12,2,107,0
1/1/12,2,108,0
1/1/12,2,109,0
1/1/12,2,110,0
1/1/12,2,111,0
1/1/12,3,1,0
1/1/12,3,2,0
1/1/12,3,3,0
1/1/12,3,4,0
1/1/12,3,5,214
1/1/12,3,6,0
1/1/12,3,7,0
1/1/12,3,8,0
1/1/12,3,9,0
1/1/12,3,10,0
1/1/12,3,11,0
1/1/12,3,12,0
1/1/12,3,13,0
1/1/12,3,14,0
1/1/12,3,15,0
1/1/12,3,16,0
1/1/12,3,17,0
1/1/12,3,18,0
1/1/12,3,19,0
1/1/12,3,20,0
1/1/12,3,21,0
1/1/12,3,22,0
1/1/12,3,23,0
1/1/12,3,24,0
1/1/12,3,25,0
1/1/12,3,26,0
1/1/12,3,27,0
1/1/12,3,28,0
1/1/12,3,29,0
1/1/12,3,30,0
1/1/12,3,31,0
1/1/12,3,32,0
1/1/12,3,33,0
1/1/12,3,34,0
1/1/12,3,35,0
1/1/12,3,36,0
1/1/12,3,37,0
1/1/12,3,38,0
1/1/12,3,39,0
1/1/12,3,40,0
1/1/12,3,41,0
1/1/12,3,42,0
1/1/12,3,43,0
1/1/12,3,44,0
1/1/12,3,45,112
1/1/12,3,46,0
1/1/12,3,47,0
1/1/12,3,48,0
1/1/12,3,49,0
1/1/12,3,50,0
1/1/12,3,51,0
1/1/12,3,52,0
1/1/12,3,53,0
1/1/12,3,54,0
1/1/12,3,55,0
1/1/12,3,56,0
1/1/12,3,57,0
1/1/12,3,58,0
1/1/12,3,59,0
1/1/12,3,60,0
1/1/12,3,61,0
1/1/12,3,62,0
1/1/12,3,63,0
1/1/12,3,64,0
1/1/12,3,65,0
1/1/12,3,66,0
1/1/12,3,67,0
1/1/12,3,68,0
1/1/12,3,69,0
1/1/12,3,70,0
1/1/12,3,71,0
1/1/12,3,72,0
1/1/12,3,73,0
1/1/12,3,74,0
1/1/12,3,75,0
1/1/12,3,76,0
1/1/12,3,77,0
1/1/12,3,78,0
1/1/12,3,79,0
1/1/12,3,80,0
1/1/12,3,81,0
1/1/12,3,82,0
1/1/12,3,83,0
1/1/12,3,84,0
1/1/12,3,85,0
1/1/12,3,86,0
1/1/12,3,87,0
1/1/12,3,88,0
1/1/12,3,89,0
1/1/12,3,90,0
1/1/12,3,91,0
1/1/12,3,92,0
1/1/12,3,93,0
1/1/12,3,94,0
1/1/12,3,95,0
1/1/12,3,96,0
1/1/12,3,97,0
1/1/12,3,98,0
1/1/12,3,99,0
1/1/12,3,100,0
1/1/12,3,101,0
1/1/12,3,102,0
1/1/12,3,103,0
1/1/12,3,104,0
1/1/12,3,105,0
1/1/12,3,106,0
1/1/12,3,107,0
1/1/12,3,108,0
1/1/12,3,109,0
1/1/12,3,110,0
1/1/12,3,111,0
1/1/12,4,1,0
1/1/12,4,2,0
1/1/12,4,3,0
1/1/12,4,4,0
1/1/12,4,5,0
1/1/12,4,6,0
1/1/12,4,7,0
1/1/12,4,8,0
1/1/12,4,9,61
1/1/12,4,10,0
1/1/12,4,11,0
1/1/12,4,12,0
1/1/12,4,13,0
1/1/12,4,14,0
1/1/12,4,15,0
1/1/12,4,16,0
1/1/12,4,17,0
1/1/12,4,18,0
1/1/12,4,19,0
1/1/12,4,20,0
1/1/12,4,21,0
1/1/12,4,22,0
1/1/12,4,23,0
1/1/12,4,24,0
1/1/12,4,25,0
1/1/12,4,26,0
1/1/12,4,27,21
1/1/12,4,28,0
1/1/12,4,29,0
1/1/12,4,30,0
1/1/12,4,31,0
1/1/12,4,32,0
1/1/12,4,33,0
1/1/12,4,34,0
1/1/12,4,35,0
1/1/12,4,36,0
1/1/12,4,37,0
1/1/12,4,38,0
1/1/12,4,39,0
1/1/12,4,40,0
1/1/12,4,41,0
1/1/12,4,42,0
1/1/12,4,43,0
1/1/12,4,44,0
1/1/12,4,45,0
1/1/12,4,46,0
1/1/12,4,47,0
1/1/12,4,48,0
1/1/12,4,49,0
1/1/12,4,50,0
1/1/12,4,51,0
1/1/12,4,52,0
1/1/12,4,53,0
1/1/12,4,54,0
1/1/12,4,55,0
1/1/12,4,56,0
1/1/12,4,57,0
1/1/12,4,58,0
1/1/12,4,59,0
1/1/12,4,60,0
1/1/12,4,61,0
1/1/12,4,62,0
1/1/12,4,63,0
1/1/12,4,64,0
1/1/12,4,65,0
1/1/12,4,66,0
1/1/12,4,67,0
1/1/12,4,68,0
1/1/12,4,69,0
1/1/12,4,70,0
1/1/12,4,71,0
1/1/12,4,72,0
1/1/12,4,73,0
1/1/12,4,74,0
1/1/12,4,75,0
1/1/12,4,76,0
1/1/12,4,77,0
1/1/12,4,78,0
1/1/12,4,79,0
1/1/12,4,80,0
1/1/12,4,81,0
1/1/12,4,82,0
1/1/12,4,83,0
1/1/12,4,84,0
1/1/12,4,85,0
1/1/12,4,86,0
1/1/12,4,87,0
1/1/12,4,88,0
1/1/12,4,89,0
1/1/12,4,90,0
1/1/12,4,91,0
1/1/12,4,92,0
1/1/12,4,93,0
1/1/12,4,94,0
1/1/12,4,95,0
1/1/12,4,96,0
1/1/12,4,97,0
1/1/12,4,98,0
1/1/12,4,99,0
1/1/12,4,100,0
1/1/12,4,101,0
1/1/12,4,102,0
1/1/12,4,103,0
1/1/12,4,104,0
1/1/12,4,105,0
1/1/12,4,106,0
1/1/12,4,107,0
1/1/12,4,108,0
1/1/12,4,109,0
1/1/12,4,110,0
1/1/12,4,111,0
1/1/12,5,1,0
1/1/12,5,2,0
1/1/12,5,3,0
1/1/12,5,4,0
1/1/12,5,5,0
1/1/12,5,6,0
1/1/12,5,7,0
1/1/12,5,8,0
1/1/12,5,9,0
1/1/12,5,10,0
1/1/12,5,11,0
1/1/12,5,12,0
1/1/12,5,13,0
1/1/12,5,14,0
1/1/12,5,15,0
1/1/12,5,16,24
1/1/12,5,17,0
1/1/12,5,18,0
1/1/12,5,19,0
1/1/12,5,20,0
1/1/12,5,21,0
1/1/12,5,22,0
1/1/12,5,23,0
1/1/12,5,24,0
1/1/12,5,25,0
1/1/12,5,26,0
1/1/12,5,27,0
1/1/12,5,28,0
1/1/12,5,29,0
1/1/12,5,30,0
1/1/12,5,31,0
1/1/12,5,32,1
1/1/12,5,33,0
1/1/12,5,34,0
1/1/12,5,35,0
1/1/12,5,36,0
1/1/12,5,37,16
1/1/12,5,38,0
1/1/12,5,39,0
1/1/12,5,40,0
1/1/12,5,41,0
1/1/12,5,42,0
1/1/12,5,43,0
1/1/12,5,44,0
1/1/12,5,45,0
1/1/12,5,46,0
1/1/12,5,47,0
1/1/12,5,48,0
1/1/12,5,49,0
1/1/12,5,50,0
1/1/12,5,51,0
1/1/12,5,52,0
1/1/12,5,53,0
1/1/12,5,54,0
1/1/12,5,55,0
1/1/12,5,56,0
1/1/12,5,57,0
1/1/12,5,58,0
1/1/12,5,59,0
1/1/12,5,60,0
1/1/12,5,61,0
1/1/12,5,62,0
1/1/12,5,63,0
1/1/12,5,64,0
1/1/12,5,65,0
1/1/12,5,66,0
1/1/12,5,67,0
1/1/12,5,68,0
1/1/12,5,69,0
1/1/12,5,70,0
1/1/12,5,71,0
1/1/12,5,72,0
1/1/12,5,73,0
1/1/12,5,74,0
1/1/12,5,75,0
1/1/12,5,76,0
1/1/12,5,77,0
1/1/12,5,78,0
1/1/12,5,79,0
1/1/12,5,80,0
1/1/12,5,81,0
1/1/12,5,82,0
1/1/12,5,83,0
1/1/12,5,84,0
1/1/12,5,85,0
1/1/12,5,86,0
1/1/12,5,87,0
1/1/12,5,88,0
1/1/12,5,89,0
1/1/12,5,90,0
1/1/12,5,91,0
1/1/12,5,92,0
1/1/12,5,93,0
1/1/12,5,94,0
1/1/12,5,95,0
1/1/12,5,96,0
1/1/12,5,97,0
1/1/12,5,98,0
1/1/12,5,99,0
1/1/12,5,100,0
1/1/12,5,101,0
1/1/12,5,102,0
1/1/12,5,103,0
1/1/12,5,104,0
1/1/12,5,105,0
1/1/12,5,106,0
1/1/12,5,107,0
1/1/12,5,108,0
1/1/12,5,109,0
1/1/12,5,110,0
1/1/12,5,111,0
1/1/12,6,1,0
1/1/12,6,2,0
1/1/12,6,3,0
1/1/12,6,4,0
1/1/12,6,5,0
1/1/12,6,6,0
1/1/12,6,7,0
1/1/12,6,8,0
1/1/12,6,9,44
1/1/12,6,10,0
1/1/12,6,11,0
1/1/12,6,12,0
1/1/12,6,13,0
1/1/12,6,14,0
1/1/12,6,15,0
1/1/12,6,16,0
1/1/12,6,17,0
1/1/12,6,18,0
1/1/12,6,19,0
1/1/12,6,20,0
1/1/12,6,21,0
1/1/12,6,22,0
1/1/12,6,23,0
1/1/12,6,24,0
1/1/12,6,25,0
1/1/12,6,26,0
1/1/12,6,27,0
1/1/12,6,28,0
1/1/12,6,29,0
1/1/12,6,30,0
1/1/12,6,31,0
1/1/12,6,32,0
1/1/12,6,33,0
1/1/12,6,34,0
1/1/12,6,35,0
1/1/12,6,36,0
1/1/12,6,37,0
1/1/12,6,38,0
1/1/12,6,39,0
1/1/12,6,40,0
1/1/12,6,41,0
1/1/12,6,42,0
1/1/12,6,43,0
1/1/12,6,44,0
1/1/12,6,45,86
1/1/12,6,46,0
1/1/12,6,47,0
1/1/12,6,48,0
1/1/12,6,49,0
1/1/12,6,50,0
1/1/12,6,51,0
1/1/12,6,52,0
1/1/12,6,53,0
1/1/12,6,54,0
1/1/12,6,55,0
1/1/12,6,56,0
1/1/12,6,57,0
1/1/12,6,58,0
1/1/12,6,59,0
1/1/12,6,60,0
1/1/12,6,61,0
1/1/12,6,62,0
1/1/12,6,63,0
1/1/12,6,64,0
1/1/12,6,65,0
1/1/12,6,66,0
1/1/12,6,67,0
1/1/12,6,68,0
1/1/12,6,69,0
1/1/12,6,70,0
1/1/12,6,71,0
1/1/12,6,72,0
1/1/12,6,73,0
1/1/12,6,74,0
1/1/12,6,75,0
1/1/12,6,76,0
1/1/12,6,77,0
1/1/12,6,78,0
1/1/12,6,79,0
1/1/12,6,80,0
1/1/12,6,81,0
1/1/12,6,82,0
1/1/12,6,83,0
1/1/12,6,84,0
1/1/12,6,85,0
1/1/12,6,86,0
1/1/12,6,87,0
1/1/12,6,88,0
1/1/12,6,89,0
1/1/12,6,90,0
1/1/12,6,91,0
1/1/12,6,92,0
1/1/12,6,93,0
1/1/12,6,94,0
1/1/12,6,95,0
1/1/12,6,96,0
1/1/12,6,97,0
1/1/12,6,98,0
1/1/12,6,99,0
1/1/12,6,100,0
1/1/12,6,101,0
1/1/12,6,102,0
1/1/12,6,103,0
1/1/12,6,104,0
1/1/12,6,105,0
1/1/12,6,106,0
1/1/12,6,107,0
1/1/12,6,108,0
1/1/12,6,109,0
1/1/12,6,110,0
1/1/12,6,111,0
1/1/12,7,1,0
1/1/12,7,2,0
1/1/12,7,3,0
1/1/12,7,4,0
1/1/12,7,5,137
1/1/12,7,6,0
1/1/12,7,7,2
1/1/12,7,8,0
1/1/12,7,9,0
1/1/12,7,10,0
1/1/12,7,11,0
1/1/12,7,12,0
1/1/12,7,13,0
1/1/12,7,14,0
1/1/12,7,15,0
1/1/12,7,16,0
1/1/12,7,17,0
1/1/12,7,18,0
1/1/12,7,19,0
1/1/12,7,20,0
1/1/12,7,21,0
1/1/12,7,22,0
1/1/12,7,23,16
1/1/12,7,24,0
1/1/12,7,25,0
1/1/12,7,26,0
1/1/12,7,27,0
1/1/12,7,28,0
1/1/12,7,29,0
1/1/12,7,30,0
1/1/12,7,31,0
1/1/12,7,32,0
1/1/12,7,33,0
1/1/12,7,34,0
1/1/12,7,35,0
1/1/12,7,36,0
1/1/12,7,37,0
1/1/12,7,38,0
1/1/12,7,39,0
1/1/12,7,40,0
1/1/12,7,41,0
1/1/12,7,42,0
1/1/12,7,43,0
1/1/12,7,44,0
1/1/12,7,45,0
1/1/12,7,46,0
1/1/12,7,47,0
1/1/12,7,48,0
1/1/12,7,49,0
1/1/12,7,50,0
1/1/12,7,51,0
1/1/12,7,52,0
1/1/12,7,53,0
1/1/12,7,54,0
1/1/12,7,55,0
1/1/12,7,56,0
1/1/12,7,57,0
1/1/12,7,58,0
1/1/12,7,59,0
1/1/12,7,60,0
1/1/12,7,61,0
1/1/12,7,62,0
1/1/12,7,63,0
1/1/12,7,64,0
1/1/12,7,65,0
1/1/12,7,66,0
1/1/12,7,67,0
1/1/12,7,68,0
1/1/12,7,69,0
1/1/12,7,70,0
1/1/12,7,71,0
1/1/12,7,72,0
1/1/12,7,73,0
1/1/12,7,74,0
1/1/12,7,75,0
1/1/12,7,76,0
1/1/12,7,77,0
1/1/12,7,78,0
1/1/12,7,79,0
1/1/12,7,80,0
1/1/12,7,81,0
1/1/12,7,82,0
1/1/12,7,83,0
1/1/12,7,84,0
1/1/12,7,85,0
1/1/12,7,86,0
1/1/12,7,87,0
1/1/12,7,88,0
1/1/12,7,89,0
1/1/12,7,90,0
1/1/12,7,91,0
1/1/12,7,92,0
1/1/12,7,93,0
1/1/12,7,94,0
1/1/12,7,95,0
1/1/12,7,96,0
1/1/12,7,97,0
1/1/12,7,98,0
1/1/12,7,99,0
1/1/12,7,100,0
1/1/12,7,101,0
1/1/12,7,102,0
1/1/12,7,103,0
1/1/12,7,104,0
1/1/12,7,105,0
1/1/12,7,106,0
1/1/12,7,107,0
1/1/12,7,108,0
1/1/12,7,109,0
1/1/12,7,110,0
1/1/12,7,111,0
1/1/12,8,1,0
1/1/12,8,2,0
1/1/12,8,3,0
1/1/12,8,4,0
1/1/12,8,5,38
1/1/12,8,6,0
1/1/12,8,7,0
1/1/12,8,8,0
1/1/12,8,9,0
1/1/12,8,10,0
1/1/12,8,11,0
1/1/12,8,12,0
1/1/12,8,13,0
1/1/12,8,14,0
1/1/12,8,15,0
1/1/12,8,16,0
1/1/12,8,17,0
1/1/12,8,18,0
1/1/12,8,19,0
1/1/12,8,20,0
1/1/12,8,21,0
1/1/12,8,22,0
1/1/12,8,23,4
1/1/12,8,24,0
1/1/12,8,25,0
1/1/12,8,26,0
1/1/12,8,27,0
1/1/12,8,28,0
1/1/12,8,29,0
1/1/12,8,30,0
1/1/12,8,31,0
1/1/12,8,32,0
1/1/12,8,33,0
1/1/12,8,34,0
1/1/12,8,35,0
1/1/12,8,36,0
1/1/12,8,37,0
1/1/12,8,38,0
1/1/12,8,39,0
1/1/12,8,40,0
1/1/12,8,41,0
1/1/12,8,42,0
1/1/12,8,43,0
1/1/12,8,44,0
1/1/12,8,45,0
1/1/12,8,46,0
1/1/12,8,47,0
1/1/12,8,48,0
1/1/12,8,49,0
1/1/12,8,50,0
1/1/12,8,51,0
1/1/12,8,52,0
1/1/12,8,53,0
1/1/12,8,54,0
1/1/12,8,55,0
1/1/12,8,56,0
1/1/12,8,57,0
1/1/12,8,58,0
1/1/12,8,59,0
1/1/12,8,60,0
1/1/12,8,61,0
1/1/12,8,62,0
1/1/12,8,63,0
1/1/12,8,64,0
1/1/12,8,65,0
1/1/12,8,66,0
1/1/12,8,67,0
1/1/12,8,68,0
1/1/12,8,69,0
1/1/12,8,70,0
1/1/12,8,71,0
1/1/12,8,72,0
1/1/12,8,73,0
1/1/12,8,74,0
1/1/12,8,75,0
1/1/12,8,76,0
1/1/12,8,77,0
1/1/12,8,78,0
1/1/12,8,79,0
1/1/12,8,80,0
1/1/12,8,81,0
1/1/12,8,82,0
1/1/12,8,83,0
1/1/12,8,84,0
1/1/12,8,85,0
1/1/12,8,86,0
1/1/12,8,87,0
1/1/12,8,88,0
1/1/12,8,89,0
1/1/12,8,90,0
1/1/12,8,91,0
1/1/12,8,92,0
1/1/12,8,93,0
1/1/12,8,94,0
1/1/12,8,95,0
1/1/12,8,96,0
1/1/12,8,97,0
1/1/12,8,98,0
1/1/12,8,99,0
1/1/12,8,100,0
1/1/12,8,101,0
1/1/12,8,102,0
1/1/12,8,103,0
1/1/12,8,104,0
1/1/12,8,105,0
1/1/12,8,106,0
1/1/12,8,107,0
1/1/12,8,108,0
1/1/12,8,109,0
1/1/12,8,110,0
1/1/12,8,111,0
1/1/12,9,1,0
1/1/12,9,2,0
1/1/12,9,3,0
1/1/12,9,4,0
1/1/12,9,5,131
1/1/12,9,6,0
1/1/12,9,7,0
1/1/12,9,8,0
1/1/12,9,9,0
1/1/12,9,10,4
1/1/12,9,11,0
1/1/12,9,12,0
1/1/12,9,13,0
1/1/12,9,14,0
1/1/12,9,15,0
1/1/12,9,16,0
1/1/12,9,17,0
1/1/12,9,18,0
1/1/12,9,19,0
1/1/12,9,20,0
1/1/12,9,21,0
1/1/12,9,22,0
1/1/12,9,23,0
1/1/12,9,24,0
1/1/12,9,25,0
1/1/12,9,26,0
1/1/12,9,27,0
1/1/12,9,28,0
1/1/12,9,29,0
1/1/12,9,30,0
1/1/12,9,31,0
1/1/12,9,32,0
1/1/12,9,33,0
1/1/12,9,34,0
1/1/12,9,35,0
1/1/12,9,36,0
1/1/12,9,37,0
1/1/12,9,38,0
1/1/12,9,39,0
1/1/12,9,40,0
1/1/12,9,41,0
1/1/12,9,42,0
1/1/12,9,43,0
1/1/12,9,44,0
1/1/12,9,45,72
1/1/12,9,46,0
1/1/12,9,47,0
1/1/12,9,48,0
1/1/12,9,49,0
1/1/12,9,50,0
1/1/12,9,51,0
1/1/12,9,52,0
1/1/12,9,53,0
1/1/12,9,54,0
1/1/12,9,55,0
1/1/12,9,56,0
1/1/12,9,57,0
1/1/12,9,58,0
1/1/12,9,59,0
1/1/12,9,60,0
1/1/12,9,61,0
1/1/12,9,62,0
1/1/12,9,63,0
1/1/12,9,64,0
1/1/12,9,65,0
1/1/12,9,66,0
1/1/12,9,67,0
1/1/12,9,68,0
1/1/12,9,69,0
1/1/12,9,70,0
1/1/12,9,71,0
1/1/12,9,72,0
1/1/12,9,73,0
1/1/12,9,74,0
1/1/12,9,75,0
1/1/12,9,76,0
1/1/12,9,77,0
1/1/12,9,78,0
1/1/12,9,79,0
1/1/12,9,80,0
1/1/12,9,81,0
1/1/12,9,82,0
1/1/12,9,83,0
1/1/12,9,84,0
1/1/12,9,85,0
1/1/12,9,86,0
1/1/12,9,87,0
1/1/12,9,88,0
1/1/12,9,89,0
1/1/12,9,90,0
1/1/12,9,91,0
1/1/12,9,92,0
1/1/12,9,93,4
1/1/12,9,94,0
1/1/12,9,95,0
1/1/12,9,96,0
1/1/12,9,97,0
1/1/12,9,98,0
1/1/12,9,99,0
1/1/12,9,100,0
1/1/12,9,101,0
1/1/12,9,102,0
1/1/12,9,103,0
1/1/12,9,104,0
1/1/12,9,105,0
1/1/12,9,106,0
1/1/12,9,107,0
1/1/12,9,108,0
1/1/12,9,109,0
1/1/12,9,110,0
1/1/12,9,111,0
1/1/12,10,1,0
1/1/12,10,2,0
1/1/12,10,3,0
1/1/12,10,4,0
1/1/12,10,5,98
1/1/12,10,6,0
1/1/12,10,7,0
1/1/12,10,8,0
1/1/12,10,9,0
1/1/12,10,10,0
1/1/12,10,11,0
1/1/12,10,12,0
1/1/12,10,13,0
1/1/12,10,14,0
1/1/12,10,15,0
1/1/12,10,16,0
1/1/12,10,17,0
1/1/12,10,18,0
1/1/12,10,19,0
1/1/12,10,20,0
1/1/12,10,21,0
1/1/12,10,22,0
1/1/12,10,23,0
1/1/12,10,24,0
1/1/12,10,25,0
1/1/12,10,26,0
1/1/12,10,27,0
1/1/12,10,28,0
1/1/12,10,29,0
1/1/12,10,30,0
1/1/12,10,31,0
1/1/12,10,32,0
1/1/12,10,33,0
1/1/12,10,34,0
1/1/12,10,35,0
1/1/12,10,36,0
1/1/12,10,37,32
1/1/12,10,38,0
1/1/12,10,39,0
1/1/12,10,40,0
1/1/12,10,41,0
1/1/12,10,42,0
1/1/12,10,43,0
1/1/12,10,44,0
1/1/12,10,45,0
1/1/12,10,46,0
1/1/12,10,47,0
1/1/12,10,48,0
1/1/12,10,49,0
1/1/12,10,50,0
1/1/12,10,51,0
1/1/12,10,52,0
1/1/12,10,53,0
1/1/12,10,54,0
1/1/12,10,55,0
1/1/12,10,56,0
1/1/12,10,57,0
1/1/12,10,58,0
1/1/12,10,59,0
1/1/12,10,60,0
1/1/12,10,61,0
1/1/12,10,62,0
1/1/12,10,63,0
1/1/12,10,64,0
1/1/12,10,65,0
1/1/12,10,66,0
1/1/12,10,67,0
1/1/12,10,68,0
1/1/12,10,69,0
1/1/12,10,70,0
1/1/12,10,71,0
1/1/12,10,72,0
1/1/12,10,73,0
1/1/12,10,74,0
1/1/12,10,75,0
1/1/12,10,76,0
1/1/12,10,77,0
1/1/12,10,78,0
1/1/12,10,79,0
1/1/12,10,80,0
1/1/12,10,81,0
1/1/12,10,82,0
1/1/12,10,83,0
1/1/12,10,84,0
1/1/12,10,85,0
1/1/12,10,86,0
1/1/12,10,87,0
1/1/12,10,88,0
1/1/12,10,89,0
1/1/12,10,90,0
1/1/12,10,91,0
1/1/12,10,92,0
1/1/12,10,93,3
1/1/12,10,94,0
1/1/12,10,95,0
1/1/12,10,96,0
1/1/12,10,97,0
1/1/12,10,98,0
1/1/12,10,99,0
1/1/12,10,100,0
1/1/12,10,101,0
1/1/12,10,102,0
1/1/12,10,103,0
1/1/12,10,104,0
1/1/12,10,105,0
1/1/12,10,106,0
1/1/12,10,107,0
1/1/12,10,108,0
1/1/12,10,109,0
1/1/12,10,110,0
1/1/12,10,111,0
1/1/12,11,1,0
1/1/12,11,2,0
1/1/12,11,3,0
1/1/12,11,4,0
1/1/12,11,5,0
1/1/12,11,6,0
1/1/12,11,7,0
1/1/12,11,8,0
1/1/12,11,9,74
1/1/12,11,10,0
1/1/12,11,11,0
1/1/12,11,12,0
1/1/12,11,13,0
1/1/12,11,14,0
1/1/12,11,15,0
1/1/12,11,16,0
1/1/12,11,17,0
1/1/12,11,18,0
1/1/12,11,19,0
1/1/12,11,20,0
1/1/12,11,21,0
1/1/12,11,22,0
1/1/12,11,23,0
1/1/12,11,24,0
1/1/12,11,25,0
1/1/12,11,26,0
1/1/12,11,27,0
1/1/12,11,28,0
1/1/12,11,29,0
1/1/12,11,30,0
1/1/12,11,31,0
1/1/12,11,32,0
1/1/12,11,33,0
1/1/12,11,34,0
1/1/12,11,35,0
1/1/12,11,36,0
1/1/12,11,37,0
1/1/12,11,38,0
1/1/12,11,39,0
1/1/12,11,40,0
1/1/12,11,41,0
1/1/12,11,42,0
1/1/12,11,43,0
1/1/12,11,44,0
1/1/12,11,45,0
1/1/12,11,46,0
1/1/12,11,47,0
1/1/12,11,48,0
1/1/12,11,49,0
1/1/12,11,50,0
1/1/12,11,51,0
1/1/12,11,52,0
1/1/12,11,53,0
1/1/12,11,54,0
1/1/12,11,55,0
1/1/12,11,56,0
1/1/12,11,57,0
1/1/12,11,58,0
1/1/12,11,59,0
1/1/12,11,60,0
1/1/12,11,61,0
1/1/12,11,62,0
1/1/12,11,63,0
1/1/12,11,64,0
1/1/12,11,65,0
1/1/12,11,66,0
